Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Visibility (10m),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
20.9,61,2.7,0.01,1523,May,Monday,8 PM - 12 AM,No,Spring,1912
19.6,64,1.5,0.0,1297,May,Monday,8 PM - 12 AM,No,Spring,1717
18.6,69,1.7,0.0,1047,May,Monday,8 PM - 12 AM,No,Spring,1336
17.5,69,1.5,0.0,978,May,Monday,8 PM - 12 AM,No,Spring,994
16.4,72,0.8,0.0,1046,May,Tuesday,12 AM - 4 AM,No,Spring,712
16.0,64,1.0,0.0,1600,May,Tuesday,12 AM - 4 AM,No,Spring,430
15.5,65,1.3,0.0,1953,May,Tuesday,12 AM - 4 AM,No,Spring,287
15.6,63,1.7,0.0,2000,May,Tuesday,12 AM - 4 AM,No,Spring,194
15.4,63,1.6,0.0,2000,May,Tuesday,4 AM - 8 AM,No,Spring,155
15.0,64,1.6,0.0,2000,May,Tuesday,4 AM - 8 AM,No,Spring,200
14.8,64,1.5,0.02,2000,May,Tuesday,4 AM - 8 AM,No,Spring,555
15.3,60,2.0,0.35,2000,May,Tuesday,4 AM - 8 AM,No,Spring,1280
16.9,54,1.7,1.08,2000,May,Tuesday,8 AM - 12 PM,No,Spring,1976
18.5,51,1.4,1.74,1955,May,Tuesday,8 AM - 12 PM,No,Spring,1128
20.0,48,1.9,2.46,2000,May,Tuesday,8 AM - 12 PM,No,Spring,792
21.0,45,1.6,2.89,2000,May,Tuesday,8 AM - 12 PM,No,Spring,956
21.5,44,2.1,3.15,1986,May,Tuesday,12 PM - 4 PM,No,Spring,1135
21.7,44,2.1,2.46,2000,May,Tuesday,12 PM - 4 PM,No,Spring,1117
22.2,42,1.7,2.29,2000,May,Tuesday,12 PM - 4 PM,No,Spring,1096
22.4,39,1.9,2.16,2000,May,Tuesday,12 PM - 4 PM,No,Spring,1267
22.0,41,1.7,2.04,2000,May,Tuesday,4 PM - 8 PM,No,Spring,1457
21.7,38,2.0,1.17,2000,May,Tuesday,4 PM - 8 PM,No,Spring,2020
20.7,40,1.4,1.06,2000,May,Tuesday,4 PM - 8 PM,No,Spring,2142
17.9,42,2.1,0.37,2000,May,Tuesday,4 PM - 8 PM,No,Spring,2241
15.8,47,1.8,0.01,2000,May,Tuesday,8 PM - 12 AM,No,Spring,1726
14.5,49,1.9,0.0,2000,May,Tuesday,8 PM - 12 AM,No,Spring,1513
13.2,54,2.2,0.0,2000,May,Tuesday,8 PM - 12 AM,No,Spring,1283
12.2,57,1.9,0.0,2000,May,Tuesday,8 PM - 12 AM,No,Spring,767
11.6,57,1.9,0.0,2000,May,Wednesday,12 AM - 4 AM,No,Spring,552
11.3,58,1.3,0.0,2000,May,Wednesday,12 AM - 4 AM,No,Spring,34
10.9,59,1.1,0.0,2000,May,Wednesday,12 AM - 4 AM,No,Spring,245
10.5,59,1.0,0.0,2000,May,Wednesday,12 AM - 4 AM,No,Spring,187
10.0,64,1.5,0.0,2000,May,Wednesday,4 AM - 8 AM,No,Spring,114
9.5,65,0.9,0.0,2000,May,Wednesday,4 AM - 8 AM,No,Spring,203
9.2,64,1.0,0.02,2000,May,Wednesday,4 AM - 8 AM,No,Spring,556
10.0,59,1.1,0.36,2000,May,Wednesday,4 AM - 8 AM,No,Spring,1333
12.3,53,1.6,1.09,2000,May,Wednesday,8 AM - 12 PM,No,Spring,2068
14.4,46,1.2,1.77,1899,May,Wednesday,8 AM - 12 PM,No,Spring,928
16.1,43,1.4,2.41,1985,May,Wednesday,8 AM - 12 PM,No,Spring,954
17.6,40,1.4,2.88,1955,May,Wednesday,8 AM - 12 PM,No,Spring,1015
18.7,39,1.9,3.21,1925,May,Wednesday,12 PM - 4 PM,No,Spring,1242
20.1,36,1.1,3.34,1933,May,Wednesday,12 PM - 4 PM,No,Spring,1188
20.7,36,2.2,3.1,1788,May,Wednesday,12 PM - 4 PM,No,Spring,1186
21.2,35,2.9,2.88,1733,May,Wednesday,12 PM - 4 PM,No,Spring,1324
21.4,35,2.7,2.38,1838,May,Wednesday,4 PM - 8 PM,No,Spring,1603
21.3,34,2.7,1.82,1967,May,Wednesday,4 PM - 8 PM,No,Spring,2034
20.6,41,2.3,1.1,2000,May,Wednesday,4 PM - 8 PM,No,Spring,3130
18.8,47,2.8,0.4,1988,May,Wednesday,4 PM - 8 PM,No,Spring,2405
17.3,53,1.9,0.01,2000,May,Wednesday,8 PM - 12 AM,No,Spring,1979
16.4,56,0.8,0.0,2000,May,Wednesday,8 PM - 12 AM,No,Spring,1940
15.9,60,2.6,0.0,2000,May,Wednesday,8 PM - 12 AM,No,Spring,1602
15.2,62,1.4,0.0,2000,May,Wednesday,8 PM - 12 AM,No,Spring,1073
14.5,63,0.9,0.0,2000,May,Thursday,12 AM - 4 AM,No,Spring,0
13.9,66,1.0,0.0,1960,May,Thursday,12 AM - 4 AM,No,Spring,0
13.1,73,1.9,0.0,1895,May,Thursday,12 AM - 4 AM,No,Spring,0
12.9,74,1.7,0.0,1698,May,Thursday,12 AM - 4 AM,No,Spring,0
12.0,79,0.6,0.0,1351,May,Thursday,4 AM - 8 AM,No,Spring,0
11.5,80,0.9,0.0,974,May,Thursday,4 AM - 8 AM,No,Spring,0
11.4,80,1.0,0.02,885,May,Thursday,4 AM - 8 AM,No,Spring,0
12.1,71,1.6,0.34,876,May,Thursday,4 AM - 8 AM,No,Spring,0
13.5,63,2.2,1.01,1211,May,Thursday,8 AM - 12 PM,No,Spring,0
15.5,55,1.7,1.76,1318,May,Thursday,8 AM - 12 PM,No,Spring,0
17.3,52,2.3,2.38,1235,May,Thursday,8 AM - 12 PM,No,Spring,0
18.3,51,3.1,2.84,1015,May,Thursday,8 AM - 12 PM,No,Spring,0
19.8,49,2.3,3.17,1320,May,Thursday,12 PM - 4 PM,No,Spring,0
20.7,46,2.9,3.26,1078,May,Thursday,12 PM - 4 PM,No,Spring,0
21.2,47,3.7,3.22,1142,May,Thursday,12 PM - 4 PM,No,Spring,0
20.4,51,4.0,2.87,946,May,Thursday,12 PM - 4 PM,No,Spring,0
19.6,54,3.9,2.41,1154,May,Thursday,4 PM - 8 PM,No,Spring,0
19.2,54,3.4,1.83,1075,May,Thursday,4 PM - 8 PM,No,Spring,0
18.0,61,3.5,1.05,790,May,Thursday,4 PM - 8 PM,No,Spring,0
15.5,74,3.6,0.35,675,May,Thursday,4 PM - 8 PM,No,Spring,0
13.6,82,2.1,0.02,520,May,Thursday,8 PM - 12 AM,No,Spring,0
12.6,85,2.4,0.0,460,May,Thursday,8 PM - 12 AM,No,Spring,0
12.3,85,2.3,0.0,452,May,Thursday,8 PM - 12 AM,No,Spring,0
12.4,85,1.1,0.0,369,May,Thursday,8 PM - 12 AM,No,Spring,0
12.5,84,1.5,0.0,334,May,Friday,12 AM - 4 AM,No,Spring,724
12.4,84,1.8,0.0,287,May,Friday,12 AM - 4 AM,No,Spring,565
12.1,85,1.4,0.0,321,May,Friday,12 AM - 4 AM,No,Spring,378
12.0,86,0.9,0.0,297,May,Friday,12 AM - 4 AM,No,Spring,252
11.9,85,0.7,0.0,315,May,Friday,4 AM - 8 AM,No,Spring,154
11.9,84,1.5,0.0,358,May,Friday,4 AM - 8 AM,No,Spring,223
12.0,83,0.4,0.01,321,May,Friday,4 AM - 8 AM,No,Spring,486
12.4,82,1.0,0.1,314,May,Friday,4 AM - 8 AM,No,Spring,1156
13.1,78,1.2,0.41,330,May,Friday,8 AM - 12 PM,No,Spring,1881
14.3,72,0.7,0.84,342,May,Friday,8 AM - 12 PM,No,Spring,850
16.4,64,2.4,2.05,423,May,Friday,8 AM - 12 PM,No,Spring,816
18.3,56,1.4,2.53,519,May,Friday,8 AM - 12 PM,No,Spring,972
20.0,47,1.4,3.08,685,May,Friday,12 PM - 4 PM,No,Spring,1161
20.8,45,2.8,3.17,688,May,Friday,12 PM - 4 PM,No,Spring,1177
21.0,47,2.2,2.52,606,May,Friday,12 PM - 4 PM,No,Spring,1174
19.9,47,3.3,1.83,484,May,Friday,12 PM - 4 PM,No,Spring,1295
19.1,54,3.2,0.94,542,May,Friday,4 PM - 8 PM,No,Spring,1496
18.9,45,2.6,0.8,1084,May,Friday,4 PM - 8 PM,No,Spring,1863
17.9,37,3.1,0.36,1819,May,Friday,4 PM - 8 PM,No,Spring,2701
17.1,51,2.5,0.06,1223,May,Friday,4 PM - 8 PM,No,Spring,1999
16.7,52,0.9,0.0,1328,May,Friday,8 PM - 12 AM,No,Spring,941
16.4,52,1.5,0.0,1273,May,Friday,8 PM - 12 AM,No,Spring,1644
16.2,54,1.1,0.0,1327,May,Friday,8 PM - 12 AM,No,Spring,1556
16.2,50,1.6,0.0,1327,May,Friday,8 PM - 12 AM,No,Spring,1185
16.1,54,1.3,0.0,1052,May,Saturday,12 AM - 4 AM,No,Spring,862
15.9,51,1.8,0.0,866,May,Saturday,12 AM - 4 AM,No,Spring,669
15.5,62,1.0,0.0,730,May,Saturday,12 AM - 4 AM,No,Spring,416
15.2,63,0.5,0.0,700,May,Saturday,12 AM - 4 AM,No,Spring,358
15.0,61,0.8,0.0,867,May,Saturday,4 AM - 8 AM,No,Spring,207
15.0,61,1.2,0.0,903,May,Saturday,4 AM - 8 AM,No,Spring,70
14.4,71,1.3,0.0,560,May,Saturday,4 AM - 8 AM,No,Spring,37
13.3,81,1.5,0.04,525,May,Saturday,4 AM - 8 AM,No,Spring,43
12.0,87,1.0,0.1,296,May,Saturday,8 AM - 12 PM,No,Spring,20
11.8,95,1.0,0.14,168,May,Saturday,8 AM - 12 PM,No,Spring,16
11.8,96,1.3,0.12,221,May,Saturday,8 AM - 12 PM,No,Spring,6
12.0,96,1.0,0.14,184,May,Saturday,8 AM - 12 PM,No,Spring,18
12.3,97,0.8,0.14,238,May,Saturday,12 PM - 4 PM,No,Spring,11
12.6,97,0.6,0.14,327,May,Saturday,12 PM - 4 PM,No,Spring,19
13.0,97,0.8,0.15,211,May,Saturday,12 PM - 4 PM,No,Spring,22
13.3,97,0.8,0.12,194,May,Saturday,12 PM - 4 PM,No,Spring,17
13.8,97,0.7,0.12,196,May,Saturday,4 PM - 8 PM,No,Spring,34
14.3,98,0.7,0.08,270,May,Saturday,4 PM - 8 PM,No,Spring,24
15.4,97,1.9,0.03,340,May,Saturday,4 PM - 8 PM,No,Spring,22
15.5,97,0.7,0.0,403,May,Saturday,4 PM - 8 PM,No,Spring,29
15.7,97,0.3,0.0,343,May,Saturday,8 PM - 12 AM,No,Spring,29
15.8,97,0.6,0.0,193,May,Saturday,8 PM - 12 AM,No,Spring,25
15.8,98,0.4,0.0,179,May,Saturday,8 PM - 12 AM,No,Spring,30
15.8,98,1.6,0.0,235,May,Saturday,8 PM - 12 AM,No,Spring,50
15.5,97,1.5,0.0,181,May,Sunday,12 AM - 4 AM,No,Spring,145
15.1,97,1.7,0.0,173,May,Sunday,12 AM - 4 AM,No,Spring,178
14.5,97,2.9,0.0,359,May,Sunday,12 AM - 4 AM,No,Spring,189
14.2,98,1.5,0.0,135,May,Sunday,12 AM - 4 AM,No,Spring,141
13.8,98,2.9,0.0,27,May,Sunday,4 AM - 8 AM,No,Spring,83
13.5,98,0.8,0.0,105,May,Sunday,4 AM - 8 AM,No,Spring,72
13.5,98,0.4,0.01,251,May,Sunday,4 AM - 8 AM,No,Spring,139
13.7,98,1.6,0.1,468,May,Sunday,4 AM - 8 AM,No,Spring,220
14.1,98,1.3,0.26,834,May,Sunday,8 AM - 12 PM,No,Spring,397
14.8,95,1.0,0.53,986,May,Sunday,8 AM - 12 PM,No,Spring,579
15.2,88,2.2,0.55,1090,May,Sunday,8 AM - 12 PM,No,Spring,716
16.4,78,1.6,1.37,1209,May,Sunday,8 AM - 12 PM,No,Spring,993
18.3,65,1.2,2.4,1489,May,Sunday,12 PM - 4 PM,No,Spring,1434
19.1,65,1.9,2.26,1145,May,Sunday,12 PM - 4 PM,No,Spring,1839
19.7,64,2.9,1.99,929,May,Sunday,12 PM - 4 PM,No,Spring,2055
19.7,63,2.5,2.01,941,May,Sunday,12 PM - 4 PM,No,Spring,2329
19.5,65,2.9,1.97,857,May,Sunday,4 PM - 8 PM,No,Spring,2379
19.4,63,2.6,1.61,1099,May,Sunday,4 PM - 8 PM,No,Spring,2410
19.0,66,1.3,0.95,1111,May,Sunday,4 PM - 8 PM,No,Spring,2338
17.6,73,2.0,0.34,886,May,Sunday,4 PM - 8 PM,No,Spring,2023
15.6,81,2.3,0.02,827,May,Sunday,8 PM - 12 AM,No,Spring,1714
14.1,86,0.9,0.0,535,May,Sunday,8 PM - 12 AM,No,Spring,1571
13.5,87,2.2,0.0,433,May,Sunday,8 PM - 12 AM,No,Spring,1155
13.0,89,1.3,0.0,326,May,Sunday,8 PM - 12 AM,No,Spring,814
12.7,89,1.2,0.0,340,May,Monday,12 AM - 4 AM,No,Spring,581
12.4,94,1.3,0.0,307,May,Monday,12 AM - 4 AM,No,Spring,377
12.1,94,1.6,0.0,191,May,Monday,12 AM - 4 AM,No,Spring,241
11.9,95,1.5,0.0,180,May,Monday,12 AM - 4 AM,No,Spring,167
11.9,94,1.3,0.0,210,May,Monday,4 AM - 8 AM,No,Spring,121
11.9,93,0.8,0.0,241,May,Monday,4 AM - 8 AM,No,Spring,199
12.1,89,0.3,0.02,252,May,Monday,4 AM - 8 AM,No,Spring,552
12.6,85,0.4,0.23,292,May,Monday,4 AM - 8 AM,No,Spring,1251
13.8,79,0.9,0.44,313,May,Monday,8 AM - 12 PM,No,Spring,1997
15.1,74,0.6,0.76,437,May,Monday,8 AM - 12 PM,No,Spring,1106
16.6,67,0.9,1.23,479,May,Monday,8 AM - 12 PM,No,Spring,779
18.5,65,1.4,2.07,463,May,Monday,8 AM - 12 PM,No,Spring,946
20.0,62,1.8,2.38,428,May,Monday,12 PM - 4 PM,No,Spring,1095
21.8,59,1.9,2.74,404,May,Monday,12 PM - 4 PM,No,Spring,1051
23.1,56,1.6,2.67,391,May,Monday,12 PM - 4 PM,No,Spring,1124
24.0,59,1.6,2.24,353,May,Monday,12 PM - 4 PM,No,Spring,1171
24.3,54,2.6,1.81,346,May,Monday,4 PM - 8 PM,No,Spring,1433
24.4,51,1.9,1.42,466,May,Monday,4 PM - 8 PM,No,Spring,1891
23.6,48,3.1,0.85,666,May,Monday,4 PM - 8 PM,No,Spring,2906
22.7,56,1.8,0.31,598,May,Monday,4 PM - 8 PM,No,Spring,2236
21.4,64,2.1,0.02,411,May,Monday,8 PM - 12 AM,No,Spring,1965
20.5,67,1.4,0.0,357,May,Monday,8 PM - 12 AM,No,Spring,1885
19.6,71,0.6,0.0,325,May,Monday,8 PM - 12 AM,No,Spring,1648
18.8,73,0.8,0.0,291,May,Monday,8 PM - 12 AM,No,Spring,1071
18.1,77,0.5,0.0,287,May,Tuesday,12 AM - 4 AM,No,Spring,764
17.5,78,0.6,0.0,277,May,Tuesday,12 AM - 4 AM,No,Spring,563
17.1,74,0.4,0.0,350,May,Tuesday,12 AM - 4 AM,No,Spring,372
16.6,74,0.4,0.0,402,May,Tuesday,12 AM - 4 AM,No,Spring,241
16.1,74,0.8,0.0,440,May,Tuesday,4 AM - 8 AM,No,Spring,170
15.7,76,0.6,0.0,330,May,Tuesday,4 AM - 8 AM,No,Spring,182
15.4,84,0.8,0.03,235,May,Tuesday,4 AM - 8 AM,No,Spring,562
16.2,79,1.2,0.36,239,May,Tuesday,4 AM - 8 AM,No,Spring,1239
18.4,68,1.1,0.88,254,May,Tuesday,8 AM - 12 PM,No,Spring,2059
20.8,53,0.8,1.58,381,May,Tuesday,8 AM - 12 PM,No,Spring,1148
22.7,37,0.9,2.18,879,May,Tuesday,8 AM - 12 PM,No,Spring,832
24.8,36,1.8,2.7,973,May,Tuesday,8 AM - 12 PM,No,Spring,944
26.3,36,1.1,2.88,1133,May,Tuesday,12 PM - 4 PM,No,Spring,1058
27.8,34,1.5,3.14,1306,May,Tuesday,12 PM - 4 PM,No,Spring,1080
28.5,33,0.9,2.51,1348,May,Tuesday,12 PM - 4 PM,No,Spring,1092
29.1,38,1.7,1.89,1602,May,Tuesday,12 PM - 4 PM,No,Spring,1210
28.8,37,2.4,1.44,1629,May,Tuesday,4 PM - 8 PM,No,Spring,1458
28.5,43,1.7,1.06,1404,May,Tuesday,4 PM - 8 PM,No,Spring,1951
27.5,47,2.5,0.43,1113,May,Tuesday,4 PM - 8 PM,No,Spring,2915
26.9,49,0.9,0.1,1063,May,Tuesday,4 PM - 8 PM,No,Spring,2248
26.3,53,1.0,0.0,908,May,Tuesday,8 PM - 12 AM,No,Spring,1958
25.6,56,0.7,0.0,884,May,Tuesday,8 PM - 12 AM,No,Spring,1944
25.0,59,0.6,0.0,742,May,Tuesday,8 PM - 12 AM,No,Spring,1640
24.8,60,1.0,0.0,795,May,Tuesday,8 PM - 12 AM,No,Spring,848
24.4,63,0.8,0.0,745,May,Wednesday,12 AM - 4 AM,No,Spring,662
24.1,67,0.5,0.0,686,May,Wednesday,12 AM - 4 AM,No,Spring,502
23.9,69,0.3,0.0,531,May,Wednesday,12 AM - 4 AM,No,Spring,145
22.6,89,0.7,0.0,327,May,Wednesday,12 AM - 4 AM,No,Spring,166
22.3,86,0.5,0.0,387,May,Wednesday,4 AM - 8 AM,No,Spring,124
22.3,87,0.6,0.0,399,May,Wednesday,4 AM - 8 AM,No,Spring,52
22.1,94,0.9,0.0,269,May,Wednesday,4 AM - 8 AM,No,Spring,135
22.0,95,0.7,0.0,342,May,Wednesday,4 AM - 8 AM,No,Spring,367
22.4,93,1.2,0.04,683,May,Wednesday,8 AM - 12 PM,No,Spring,291
22.8,93,3.1,0.06,569,May,Wednesday,8 AM - 12 PM,No,Spring,97
22.8,95,1.7,0.05,176,May,Wednesday,8 AM - 12 PM,No,Spring,81
22.7,93,4.8,0.17,832,May,Wednesday,8 AM - 12 PM,No,Spring,243
22.9,87,4.0,0.22,1497,May,Wednesday,12 PM - 4 PM,No,Spring,59
21.8,97,2.4,0.06,682,May,Wednesday,12 PM - 4 PM,No,Spring,151
22.0,96,2.9,0.39,1327,May,Wednesday,12 PM - 4 PM,No,Spring,248
22.0,96,2.9,0.2,313,May,Wednesday,12 PM - 4 PM,No,Spring,240
21.8,97,1.8,0.18,206,May,Wednesday,4 PM - 8 PM,No,Spring,223
21.9,97,3.2,0.14,207,May,Wednesday,4 PM - 8 PM,No,Spring,304
21.9,97,2.1,0.08,191,May,Wednesday,4 PM - 8 PM,No,Spring,562
21.9,97,2.2,0.01,196,May,Wednesday,4 PM - 8 PM,No,Spring,404
21.8,97,2.2,0.0,156,May,Wednesday,8 PM - 12 AM,No,Spring,338
21.8,97,1.3,0.0,160,May,Wednesday,8 PM - 12 AM,No,Spring,398
21.9,97,1.5,0.0,164,May,Wednesday,8 PM - 12 AM,No,Spring,399
22.0,97,0.9,0.0,158,May,Wednesday,8 PM - 12 AM,No,Spring,225
22.0,97,1.6,0.0,152,May,Thursday,12 AM - 4 AM,No,Spring,118
22.0,97,2.1,0.0,192,May,Thursday,12 AM - 4 AM,No,Spring,144
21.8,97,1.3,0.0,175,May,Thursday,12 AM - 4 AM,No,Spring,78
21.8,98,0.6,0.0,113,May,Thursday,12 AM - 4 AM,No,Spring,38
19.2,98,2.4,0.0,1965,May,Thursday,4 AM - 8 AM,No,Spring,51
18.8,97,0.9,0.0,1927,May,Thursday,4 AM - 8 AM,No,Spring,54
18.9,98,0.3,0.0,338,May,Thursday,4 AM - 8 AM,No,Spring,69
19.1,98,0.3,0.0,125,May,Thursday,4 AM - 8 AM,No,Spring,80
19.7,98,0.5,0.12,1958,May,Thursday,8 AM - 12 PM,No,Spring,152
19.7,98,0.5,0.05,659,May,Thursday,8 AM - 12 PM,No,Spring,28
20.1,98,1.2,0.13,885,May,Thursday,8 AM - 12 PM,No,Spring,141
20.4,98,0.9,0.25,300,May,Thursday,8 AM - 12 PM,No,Spring,182
21.7,96,0.8,0.81,1773,May,Thursday,12 PM - 4 PM,No,Spring,467
23.4,83,1.7,1.5,1944,May,Thursday,12 PM - 4 PM,No,Spring,592
23.4,81,0.6,0.5,1921,May,Thursday,12 PM - 4 PM,No,Spring,352
22.8,95,1.6,0.11,294,May,Thursday,12 PM - 4 PM,No,Spring,186
22.9,95,0.4,0.31,385,May,Thursday,4 PM - 8 PM,No,Spring,102
22.7,96,0.4,0.11,249,May,Thursday,4 PM - 8 PM,No,Spring,131
22.6,97,1.1,0.07,304,May,Thursday,4 PM - 8 PM,No,Spring,431
22.3,96,2.6,0.0,191,May,Thursday,4 PM - 8 PM,No,Spring,29
21.3,97,2.8,0.0,388,May,Thursday,8 PM - 12 AM,No,Spring,17
20.5,97,1.1,0.0,726,May,Thursday,8 PM - 12 AM,No,Spring,18
20.2,98,0.5,0.0,468,May,Thursday,8 PM - 12 AM,No,Spring,26
20.0,98,1.8,0.0,589,May,Thursday,8 PM - 12 AM,No,Spring,35
19.3,97,1.8,0.0,523,May,Friday,12 AM - 4 AM,No,Spring,129
19.0,97,1.5,0.0,278,May,Friday,12 AM - 4 AM,No,Spring,116
18.8,98,1.5,0.0,237,May,Friday,12 AM - 4 AM,No,Spring,48
18.3,98,1.6,0.0,320,May,Friday,12 AM - 4 AM,No,Spring,47
18.1,98,1.7,0.0,223,May,Friday,4 AM - 8 AM,No,Spring,22
17.8,98,1.0,0.0,457,May,Friday,4 AM - 8 AM,No,Spring,29
17.4,98,0.3,0.0,234,May,Friday,4 AM - 8 AM,No,Spring,77
16.6,98,0.6,0.01,219,May,Friday,4 AM - 8 AM,No,Spring,210
16.4,98,0.3,0.11,514,May,Friday,8 AM - 12 PM,No,Spring,400
16.6,98,0.6,0.18,301,May,Friday,8 AM - 12 PM,No,Spring,427
16.3,97,1.0,0.37,693,May,Friday,8 AM - 12 PM,No,Spring,454
16.6,96,0.7,0.41,539,May,Friday,8 AM - 12 PM,No,Spring,352
16.6,96,0.8,0.34,430,May,Friday,12 PM - 4 PM,No,Spring,185
16.7,93,1.0,0.72,1373,May,Friday,12 PM - 4 PM,No,Spring,509
16.7,88,1.5,0.72,1760,May,Friday,12 PM - 4 PM,No,Spring,697
16.7,85,1.2,0.49,2000,May,Friday,12 PM - 4 PM,No,Spring,906
17.0,82,1.9,0.84,2000,May,Friday,4 PM - 8 PM,No,Spring,1182
17.2,81,1.2,0.57,2000,May,Friday,4 PM - 8 PM,No,Spring,1551
17.5,79,1.5,0.57,2000,May,Friday,4 PM - 8 PM,No,Spring,2261
17.0,76,1.5,0.29,2000,May,Friday,4 PM - 8 PM,No,Spring,1751
16.2,76,2.1,0.02,2000,May,Friday,8 PM - 12 AM,No,Spring,1386
15.3,73,2.3,0.0,2000,May,Friday,8 PM - 12 AM,No,Spring,1263
14.2,73,1.9,0.0,2000,May,Friday,8 PM - 12 AM,No,Spring,1221
13.2,68,1.8,0.0,2000,May,Friday,8 PM - 12 AM,No,Spring,864
12.2,67,1.2,0.0,2000,May,Saturday,12 AM - 4 AM,No,Spring,689
11.4,74,1.3,0.0,2000,May,Saturday,12 AM - 4 AM,No,Spring,676
11.1,74,1.9,0.0,2000,May,Saturday,12 AM - 4 AM,No,Spring,526
10.7,73,1.3,0.0,2000,May,Saturday,12 AM - 4 AM,No,Spring,320
10.5,73,1.2,0.0,2000,May,Saturday,4 AM - 8 AM,No,Spring,213
10.4,71,1.1,0.0,2000,May,Saturday,4 AM - 8 AM,No,Spring,198
10.5,70,1.0,0.03,2000,May,Saturday,4 AM - 8 AM,No,Spring,234
11.4,0,1.4,0.46,2000,May,Saturday,4 AM - 8 AM,No,Spring,436
13.7,57,1.4,1.28,2000,May,Saturday,8 AM - 12 PM,No,Spring,766
15.7,49,1.6,2.0,2000,May,Saturday,8 AM - 12 PM,No,Spring,932
17.2,45,2.1,2.61,2000,May,Saturday,8 AM - 12 PM,No,Spring,1051
19.0,44,1.4,3.12,2000,May,Saturday,8 AM - 12 PM,No,Spring,1290
20.5,42,2.1,3.42,2000,May,Saturday,12 PM - 4 PM,No,Spring,1573
21.9,39,2.0,3.52,2000,May,Saturday,12 PM - 4 PM,No,Spring,1865
22.8,39,2.6,3.39,1983,May,Saturday,12 PM - 4 PM,No,Spring,2128
23.9,37,1.6,3.07,2000,May,Saturday,12 PM - 4 PM,No,Spring,2268
24.5,34,1.5,2.54,2000,May,Saturday,4 PM - 8 PM,No,Spring,2479
24.5,35,1.8,1.93,1927,May,Saturday,4 PM - 8 PM,No,Spring,2355
24.0,34,1.7,1.22,2000,May,Saturday,4 PM - 8 PM,No,Spring,2439
22.6,34,1.5,0.51,2000,May,Saturday,4 PM - 8 PM,No,Spring,2140
20.9,34,1.4,0.03,2000,May,Saturday,8 PM - 12 AM,No,Spring,1872
19.5,34,1.3,0.0,2000,May,Saturday,8 PM - 12 AM,No,Spring,1780
18.4,34,1.2,0.0,2000,May,Saturday,8 PM - 12 AM,No,Spring,1595
17.1,37,1.3,0.0,2000,May,Saturday,8 PM - 12 AM,No,Spring,1169
15.8,41,1.2,0.0,2000,May,Sunday,12 AM - 4 AM,No,Spring,986
14.7,43,1.2,0.0,2000,May,Sunday,12 AM - 4 AM,No,Spring,713
13.9,43,0.9,0.0,2000,May,Sunday,12 AM - 4 AM,No,Spring,473
13.5,41,1.0,0.0,2000,May,Sunday,12 AM - 4 AM,No,Spring,347
12.8,44,0.8,0.0,2000,May,Sunday,4 AM - 8 AM,No,Spring,205
12.1,47,1.6,0.0,2000,May,Sunday,4 AM - 8 AM,No,Spring,160
11.6,46,0.8,0.05,2000,May,Sunday,4 AM - 8 AM,No,Spring,190
12.3,43,0.6,0.3,2000,May,Sunday,4 AM - 8 AM,No,Spring,341
14.1,38,1.0,0.72,2000,May,Sunday,8 AM - 12 PM,No,Spring,524
16.0,34,1.3,1.0,2000,May,Sunday,8 AM - 12 PM,No,Spring,676
17.0,37,1.4,0.94,2000,May,Sunday,8 AM - 12 PM,No,Spring,899
18.7,30,1.9,1.66,2000,May,Sunday,8 AM - 12 PM,No,Spring,1013
18.8,31,1.2,0.92,2000,May,Sunday,12 PM - 4 PM,No,Spring,1313
19.9,33,1.4,1.28,2000,May,Sunday,12 PM - 4 PM,No,Spring,1559
20.3,30,1.8,1.01,2000,May,Sunday,12 PM - 4 PM,No,Spring,1680
21.0,28,1.7,1.16,2000,May,Sunday,12 PM - 4 PM,No,Spring,1999
22.2,23,2.2,1.66,2000,May,Sunday,4 PM - 8 PM,No,Spring,2143
22.4,23,2.4,1.89,2000,May,Sunday,4 PM - 8 PM,No,Spring,2310
22.2,22,1.8,1.25,2000,May,Sunday,4 PM - 8 PM,No,Spring,2403
20.8,24,2.0,0.56,2000,May,Sunday,4 PM - 8 PM,No,Spring,2145
19.0,26,1.5,0.02,2000,May,Sunday,8 PM - 12 AM,No,Spring,1846
17.8,26,1.3,0.0,2000,May,Sunday,8 PM - 12 AM,No,Spring,1636
16.8,29,1.2,0.0,2000,May,Sunday,8 PM - 12 AM,No,Spring,1325
15.8,30,1.1,0.0,2000,May,Sunday,8 PM - 12 AM,No,Spring,943
15.3,29,1.3,0.0,2000,May,Monday,12 AM - 4 AM,No,Spring,666
14.5,31,1.1,0.0,2000,May,Monday,12 AM - 4 AM,No,Spring,420
13.9,0,0.9,0.0,2000,May,Monday,12 AM - 4 AM,No,Spring,262
13.0,0,0.8,0.0,2000,May,Monday,12 AM - 4 AM,No,Spring,165
12.4,0,0.8,0.0,2000,May,Monday,4 AM - 8 AM,No,Spring,113
11.9,0,1.3,0.0,2000,May,Monday,4 AM - 8 AM,No,Spring,200
11.4,0,0.9,0.03,2000,May,Monday,4 AM - 8 AM,No,Spring,467
12.3,0,0.9,0.48,1989,May,Monday,4 AM - 8 AM,No,Spring,1135
